Title	Year	IMDb ID	IMDb URL	Description
Psych-Out	1968	tt0063469	https://www.imdb.com/title/tt0063469/?ref_=ls_t_48	A deaf runaway is taken in by a psychedelic rock band while searching for her missing brother in San Francisco's Haight-Ashbury hippie district.
The Miracle Worker (2000 TV Movie)	2000	tt0246786	https://www.imdb.com/title/tt0246786/?ref_=ls_t_49	A television remake of William Gibson's classic play about Anne Sullivan's efforts to draw Helen Keller from her world of darkness, blindness, deafness and silence.
The Sandlot 2	2005	tt0418131	https://www.imdb.com/title/tt0418131/?ref_=ls_t_50	A film about a group of young baseball-enthusiasts who test the terrifying myth of Mr. Mertle owning a freakishly large and dangerous dog in his backyard.
Amy	1981	tt0082017	https://www.imdb.com/title/tt0082017/?ref_=ls_t_51	A woman leaves her husband after the death of her child to teach deaf children how to speak. Her own child was deaf and although she has no formal training she successfully teaches one boy.
Amy 	1997	tt0118614	https://www.imdb.com/title/tt0118614/?ref_=ls_t_52	The story of a young girl who witnesses her dad's death on stage at a rock concert and becomes mentally mute/deaf; four years later, she discovers that she can only communicate by singing.
Speakeasy	2002	tt0326194	https://www.imdb.com/title/tt0326194/?ref_=ls_t_53	The story is about a man, Bruce Hickman, and his relationship with another man, Frank; the thing that they have in common is the relation with a deaf person. With this relation the characters will discover lots of things about their past.
Signs of Us	2000	tt0445058	https://www.imdb.com/title/tt0445058/?ref_=ls_t_54	Communcation gaps and the back-roads of Texas. Two sisters - one Deaf, the other hearing - struggle to face the past and re-connect after the death of their mother - the only family member who "spoke" sign language.
The Silent Child	2017	tt6186970	https://www.imdb.com/title/tt6186970/?ref_=ls_t_55	A deaf girl named Libby lives in a world of silence until a caring social worker teaches her to use sign language to communicate.
Wonderstruck	2017	tt5208216	https://www.imdb.com/title/tt5208216/?ref_=ls_t_56	Tells the tale of two children separated by fifty years. In 1927, Rose searches for the actress whose life she chronicles in her scrapbook; in 1977, Ben runs away from home to find his father.
No Ordinary Hero: The SuperDeafy Movie	2013	tt2907898	https://www.imdb.com/title/tt2907898/?ref_=ls_t_57	A deaf actor who plays a superhero on a TV show must look beyond the cape to inspire a deaf boy to believe in himself.
Sign Gene: The First Deaf Superheroes	2017	tt4715060	https://www.imdb.com/title/tt4715060/?ref_=ls_t_58	The world's first deaf superheroes with superpowers through the use of sign language.
Dawn of the Deaf	2016	tt5644824	https://www.imdb.com/title/tt5644824/?ref_=ls_t_59	When a sonic pulse infects the hearing population, a small group of Deaf people must band together to survive.
The Silent Natural	2019	tt6506478	https://www.imdb.com/title/tt6506478/?ref_=ls_t_60	William Hoy was one of the first Deaf Major League Baseball players in the 1800's. Being deaf, he introduced hand signals for strike and ball to the game and overcame many obstacles to become one of the greatest players of his time.
The Djinn	2021	tt9352356	https://www.imdb.com/title/tt9352356/?ref_=ls_t_61	A mute boy is trapped in his apartment with a sinister monster when he makes a wish to fulfill his heart's greatest desire.
Midnight	2021	tt14757872	https://www.imdb.com/title/tt14757872/?ref_=ls_t_62	A serial killer ruthlessly hunts down a deaf woman through the streets of South Korea after she witnesses his brutal crime.
The Silence (2019)	2019	tt7315484	https://www.imdb.com/title/tt7315484/?ref_=ls_t_63	When the world is under attack from terrifying creatures who hunt their human prey by sound, 16-year old Ally Andrews (Kiernan Shipka), who lost her hearing at 13, and her family seek refuge in a remote haven.
CODA	2021	tt10366460	https://www.imdb.com/title/tt10366460/?ref_=ls_t_64	When the family's fishing business is threatened, Ruby finds herself torn between pursuing her musical passion and her fear of abandoning her deaf parents.
The Shape of Water	2017	tt5580390	https://www.imdb.com/title/tt5580390/?ref_=ls_t_65	At a top secret research facility in the 1960s, a lonely janitor forms a unique relationship with an amphibious creature that is being held in captivity.
Jesus: A Deaf Missions Film	2024	tt28354262	https://www.imdb.com/title/tt28354262/?ref_=ls_t_66	God's story is unstoppable when it is in the heart language of a people group. Deaf Missions' Jesus Film uses native signers to bring the story of Jesus to life from a Deaf perspective for a Deaf audience.
Godzilla x Kong: The New Empire	2024	tt14539740	https://www.imdb.com/title/tt14539740/?ref_=ls_t_67	Two ancient titans, Godzilla and Kong, clash in an epic battle as humans unravel their intertwined origins and connection to Skull Island's mysteries.
Dawn of the Planet of the Apes	2014	tt2103281	https://www.imdb.com/title/tt2103281/?ref_=ls_t_68	The fragile peace between apes and humans is threatened as mistrust and betrayal threaten to plunge both tribes into a war for dominance over the Earth.
